haplotype_id,sample_id,population,country,region,sex,core_haplotype,network_haplotype_group,hierarchy_haplotype_group
AS0066-Ca,AS0066-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0066-Cb,AS0066-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0068-Ca,AS0068-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0068-Cb,AS0068-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0069-Ca,AS0069-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0069-Cb,AS0069-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0070-Ca,AS0070-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0070-Cb,AS0070-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0071-Ca,AS0071-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0071-Cb,AS0071-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0072-Ca,AS0072-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0072-Cb,AS0072-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0073-Ca,AS0073-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0073-Cb,AS0073-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0074-Ca,AS0074-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0074-Cb,AS0074-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0076-Ca,AS0076-C,GAS,Gabon,Libreville,F,F3,F3,F3
AS0076-Cb,AS0076-C,GAS,Gabon,Libreville,F,S2,S2,S2
AS0077-Ca,AS0077-C,GAS,Gabon,Libreville,F,F5,F5,F5
AS0077-Cb,AS0077-C,GAS,Gabon,Libreville,F,F5,F5,F5
AV0001-Ca,AV0001-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0001-Cb,AV0001-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0002-Ca,AV0002-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0002-Cb,AV0002-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0003-Ca,AV0003-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0003-Cb,AV0003-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0004-Ca,AV0004-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0004-Cb,AV0004-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0005-Ca,AV0005-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0005-Cb,AV0005-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0007-Ca,AV0007-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0007-Cb,AV0007-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0008-Ca,AV0008-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0008-Cb,AV0008-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0009-Ca,AV0009-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0009-Cb,AV0009-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0010-Ca,AV0010-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0010-Cb,AV0010-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0011-Ca,AV0011-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0011-Cb,AV0011-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0012-Ca,AV0012-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0012-Cb,AV0012-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0013-Ca,AV0013-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0013-Cb,AV0013-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0014-Ca,AV0014-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0014-Cb,AV0014-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0015-Ca,AV0015-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0015-Cb,AV0015-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0018-Ca,AV0018-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0018-Cb,AV0018-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0024-Ca,AV0024-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0024-Cb,AV0024-C,GNS,Guinea,Koraboh,F,F1,F1,F1
AV0026-Ca,AV0026-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0026-Cb,AV0026-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0027-Ca,AV0027-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0027-Cb,AV0027-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0029-Ca,AV0029-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0029-Cb,AV0029-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0030-Ca,AV0030-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0030-Cb,AV0030-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0031-Ca,AV0031-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0031-Cb,AV0031-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0032-Ca,AV0032-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0032-Cb,AV0032-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0033-Ca,AV0033-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0033-Cb,AV0033-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0034-Ca,AV0034-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0034-Cb,AV0034-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0035-Ca,AV0035-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0035-Cb,AV0035-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0036-Ca,AV0036-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0036-Cb,AV0036-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0039-Ca,AV0039-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0039-Cb,AV0039-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0041-Ca,AV0041-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0041-Cb,AV0041-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0044-Ca,AV0044-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0044-Cb,AV0044-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0045-Ca,AV0045-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0045-Cb,AV0045-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0047-Ca,AV0047-C,GNS,Guinea,Koundara,F,F1,F1,F1
AV0047-Cb,AV0047-C,GNS,Guinea,Koundara,F,F1,F1,F1
